,date,avg_price,conv_pred,geography
8905,8/16/2020,0.71,1.258304405,Columbus
8830,8/16/2020,0.75,1.279186106,Dallas/FtWorth
8882,8/16/2020,1.06,1.284266615,Denver
8988,8/16/2020,0.76,1.253388281,Detroit
8881,8/16/2020,1.07,1.32493083,GrandRapids
9020,8/16/2020,0.9,1.292561283,GreatLakes
8910,8/16/2020,0.94,1.298566628,Harrisburg/Scranton
8999,8/16/2020,1.33,1.300442419,Hartford/Springfield
8889,8/16/2020,0.8,1.323012028,Houston
8897,8/16/2020,0.73,1.324387846,Indianapolis
8887,8/16/2020,0.97,1.278532763,Jacksonville
8867,8/16/2020,0.91,1.271136179,LasVegas
8907,8/16/2020,1.16,1.269978876,LosAngeles
8856,8/16/2020,0.95,1.284584475,Louisville
8855,8/16/2020,1,1.297390862,Miami/FtLauderdale
8926,8/16/2020,0.8,1.275385323,Nashville
8984,8/16/2020,0.85,1.332377348,NewOrleans/Mobile
8943,8/16/2020,1.13,1.28757267,NewYork
9005,8/16/2020,1.04,1.295818558,NorthernNewEngland
8959,8/16/2020,0.93,1.294323149,Orlando
8880,8/16/2020,1.02,1.282681198,Philadelphia
8815,8/16/2020,0.81,1.234969101,Phoenix/Tucson
8788,8/16/2020,1.12,1.343564749,Pittsburgh
8843,8/16/2020,0.96,1.300965996,Plains
8947,8/16/2020,1.06,1.308845978,Portland
8825,8/16/2020,1.09,1.326688499,Raleigh/Greensboro
8970,8/16/2020,0.98,1.28937314,Richmond/Norfolk
8806,8/16/2020,0.92,1.249170713,Roanoke
8886,8/16/2020,1.01,1.319604635,Sacramento
8979,8/16/2020,1.15,1.350374393,SanDiego
8995,8/16/2020,1.15,1.301134052,SanFrancisco
8931,8/16/2020,1.41,1.279295521,Seattle
9011,8/16/2020,0.98,1.285883188,SouthCarolina
8902,8/16/2020,0.79,1.311721506,SouthCentral
9008,8/16/2020,1.18,1.301474361,Spokane
8971,8/16/2020,0.91,1.283654709,StLouis
8857,8/16/2020,0.98,1.303726549,Syracuse
8899,8/16/2020,0.91,1.270262222,Tampa
8850,8/16/2020,0.8,1.294083023,WestTex/NewMexico
9000,8/23/2020,1.08,1.291452656,Albany
8948,8/23/2020,0.81,1.239007964,Atlanta
9007,8/23/2020,1.21,1.337571154,Baltimore/Washington
8936,8/23/2020,1.15,1.307359591,Boise
8819,8/23/2020,1.26,1.247651491,Boston
8875,8/23/2020,0.94,1.321467314,Buffalo/Rochester
9006,8/23/2020,1.15,1.26921895,Charlotte
8953,8/23/2020,1.01,1.343013897,Chicago
8865,8/23/2020,0.76,1.225804358,Cincinnati/Dayton
8896,8/23/2020,0.74,1.265282211,Columbus
8837,8/23/2020,0.71,1.288082399,Dallas/FtWorth
8860,8/23/2020,1.09,1.313137398,Denver
8846,8/23/2020,0.78,1.276482306,Detroit
8990,8/23/2020,1.1,1.299761381,GrandRapids
8924,8/23/2020,0.87,1.290535688,GreatLakes
8918,8/23/2020,1.01,1.312159271,Harrisburg/Scranton
8876,8/23/2020,1.37,1.301795473,Hartford/Springfield
8969,8/23/2020,0.73,1.281277266,Houston
8877,8/23/2020,0.74,1.302834024,Indianapolis
8900,8/23/2020,0.99,1.301826105,Jacksonville
8955,8/23/2020,1,1.284123001,LasVegas
8835,8/23/2020,0.99,1.294695768,LosAngeles
8871,8/23/2020,0.73,1.284236193,Louisville
8849,8/23/2020,0.98,1.278630743,Miami/FtLauderdale
8986,8/23/2020,0.83,1.272739325,Nashville
8967,8/23/2020,0.82,1.291726875,NewOrleans/Mobile
8801,8/23/2020,1.1,1.336416473,NewYork
9022,8/23/2020,1.05,1.258424101,NorthernNewEngland
8842,8/23/2020,0.9,1.329133606,Orlando
8800,8/23/2020,0.97,1.345832882,Philadelphia
8983,8/23/2020,0.9,1.242904367,Phoenix/Tucson
8940,8/23/2020,1.14,1.263746309,Pittsburgh
8799,8/23/2020,0.84,1.265550766,Plains
8805,8/23/2020,1.12,1.27887517,Portland
8833,8/23/2020,1.01,1.258679857,Raleigh/Greensboro
8937,8/23/2020,0.89,1.313318253,Richmond/Norfolk
8810,8/23/2020,0.82,1.300200615,Roanoke
8809,8/23/2020,1.35,1.267718716,Sacramento
8963,8/23/2020,0.94,1.259677286,SanDiego
8997,8/23/2020,1.4,1.313315945,SanFrancisco
8894,8/23/2020,1.3,1.318364458,Seattle
8790,8/23/2020,0.98,1.285230055,SouthCarolina
8929,8/23/2020,0.74,1.28744647,SouthCentral
8831,8/23/2020,1.17,1.283952742,Spokane
8786,8/23/2020,0.9,1.288988771,StLouis
9013,8/23/2020,0.99,1.278191195,Syracuse
8851,8/23/2020,0.87,1.328011551,Tampa
8952,8/23/2020,0.78,1.292516174,WestTex/NewMexico
8962,8/30/2020,0.99,1.320270147,Albany
8980,8/30/2020,0.8,1.329557524,Atlanta
8921,8/30/2020,1.21,1.286459637,Baltimore/Washington
9019,8/30/2020,1.14,1.283788357,Boise
8832,8/30/2020,1.18,1.324852152,Boston
8804,8/30/2020,1.02,1.264485149,Buffalo/Rochester
8922,8/30/2020,1.04,1.275421095,Charlotte
8973,8/30/2020,1.29,1.301370506,Chicago
8892,8/30/2020,0.92,1.268680162,Cincinnati/Dayton
8840,8/30/2020,0.91,1.339927406,Columbus
8938,8/30/2020,0.71,1.293675365,Dallas/FtWorth
8912,8/30/2020,1.09,1.30182621,Denver
8925,8/30/2020,0.75,1.330425396,Detroit
8813,8/30/2020,1.01,1.278226967,GrandRapids
8992,8/30/2020,0.93,1.24693017,GreatLakes
8884,8/30/2020,1.01,1.301029882,Harrisburg/Scranton
8968,8/30/2020,1.34,1.272534761,Hartford/Springfield
8891,8/30/2020,0.73,1.357682753,Houston
8933,8/30/2020,0.71,1.282045059,Indianapolis
9009,8/30/2020,1.02,1.312791739,Jacksonville
8847,8/30/2020,0.93,1.297168465,LasVegas
8817,8/30/2020,1.11,1.279369373,LosAngeles
8919,8/30/2020,0.76,1.329421988,Louisville
8866,8/30/2020,0.95,1.319221315,Miami/FtLauderdale
8787,8/30/2020,0.83,1.28302927,Nashville
8818,8/30/2020,0.84,1.241041164,NewOrleans/Mobile
8785,8/30/2020,1.11,1.293484964,NewYork
8822,8/30/2020,0.88,1.284440126,NorthernNewEngland
8816,8/30/2020,0.89,1.316554127,Orlando
9002,8/30/2020,1.01,1.308053951,Philadelphia
8838,8/30/2020,0.74,1.290571146,Phoenix/Tucson
8904,8/30/2020,1.15,1.263344526,Pittsburgh
8961,8/30/2020,0.96,1.316533146,Plains
8864,8/30/2020,1.04,1.300746746,Portland
8802,8/30/2020,0.93,1.319218483,Raleigh/Greensboro
8898,8/30/2020,0.81,1.280345926,Richmond/Norfolk
8796,8/30/2020,0.78,1.272313833,Roanoke
8794,8/30/2020,1.04,1.302525606,Sacramento
8960,8/30/2020,1.1,1.292170095,SanDiego
8808,8/30/2020,1.21,1.267733402,SanFrancisco
9003,8/30/2020,1.21,1.310851851,Seattle
8845,8/30/2020,0.95,1.278821459,SouthCarolina
9016,8/30/2020,0.73,1.304567986,SouthCentral
8989,8/30/2020,1.09,1.287918329,Spokane
8976,8/30/2020,0.92,1.276054506,StLouis
8797,8/30/2020,1.03,1.30004179,Syracuse
8923,8/30/2020,0.86,1.315022631,Tampa
8792,8/30/2020,0.74,1.311326647,WestTex/NewMexico
9067,9/6/2020,1.3,1.278708162,Albany
9035,9/6/2020,0.81,1.295112238,Atlanta
9069,9/6/2020,1,1.277976351,Baltimore/Washington
9043,9/6/2020,1.09,1.260898371,Boise
9047,9/6/2020,1.3,1.309977579,Boston
9032,9/6/2020,1,1.283862944,Buffalo/Rochester
9064,9/6/2020,1.13,1.269959154,Charlotte
9044,9/6/2020,1.33,1.271489916,Chicago
9055,9/6/2020,0.97,1.248728018,Cincinnati/Dayton
9031,9/6/2020,0.89,1.291793175,Columbus
9039,9/6/2020,0.72,1.257866011,Dallas/FtWorth
9058,9/6/2020,0.99,1.24308239,Denver
9037,9/6/2020,0.86,1.284060478,Detroit
9041,9/6/2020,1.37,1.222414484,GrandRapids
9024,9/6/2020,1.01,1.284130344,GreatLakes
9034,9/6/2020,1.02,1.293599834,Harrisburg/Scranton
9053,9/6/2020,1.19,1.298255587,Hartford/Springfield
9048,9/6/2020,0.77,1.257673197,Houston
9071,9/6/2020,0.76,1.233701439,Indianapolis
9046,9/6/2020,0.91,1.283546343,Jacksonville
9027,9/6/2020,0.93,1.2675772,LasVegas
9040,9/6/2020,1,1.254542646,LosAngeles
9042,9/6/2020,0.96,1.265095587,Louisville
9059,9/6/2020,0.89,1.285729713,Miami/FtLauderdale
9061,9/6/2020,0.86,1.222934074,Nashville
9060,9/6/2020,0.78,1.24753274,NewOrleans/Mobile
9068,9/6/2020,1.09,1.237251344,NewYork
9070,9/6/2020,1.14,1.231032991,NorthernNewEngland
9026,9/6/2020,0.86,1.237484493,Orlando
9030,9/6/2020,1,1.317598133,Philadelphia
9049,9/6/2020,0.75,1.247463293,Phoenix/Tucson
9056,9/6/2020,0.93,1.298918791,Pittsburgh
9033,9/6/2020,0.97,1.244898176,Plains
9051,9/6/2020,1.03,1.24523025,Portland
9054,9/6/2020,1.03,1.254598351,Raleigh/Greensboro
9038,9/6/2020,0.96,1.254492817,Richmond/Norfolk
9063,9/6/2020,0.89,1.201470942,Roanoke
9050,9/6/2020,1.35,1.264781713,Sacramento
9029,9/6/2020,1.05,1.258037214,SanDiego
9028,9/6/2020,1.45,1.270466261,SanFrancisco
9062,9/6/2020,1.3,1.342341566,Seattle
9057,9/6/2020,0.97,1.231341043,SouthCarolina
9045,9/6/2020,0.75,1.28532279,SouthCentral
9052,9/6/2020,1.14,1.193730326,Spokane
9025,9/6/2020,0.96,1.298134212,StLouis
9065,9/6/2020,1.17,1.308949518,Syracuse
9066,9/6/2020,0.83,1.273619785,Tampa
9036,9/6/2020,0.75,1.25496583,WestTex/NewMexico
